Country,Year,Production,Unit,Commodity,Source,iso3
Russian Federation,1997,523.5376843657816,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1997,15.621375,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1997,45.362625,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1997,8.342199,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1997,39.379935775,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1997,2.8975,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1997,0.017871801244592134,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1997,8.8065,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1997,4.6955350000000005,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1997,13.41115417078341,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1997,43.073,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1997,4.2978000000000005,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1997,35.40225,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1997,74.85882100000002,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1997,13.09,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1997,6.2415,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1997,4.97459743415463,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1997,29.6376470624308,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1997,7.113274130943751,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1997,11.3763,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1997,22.881588003933135,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1997,21.452633125,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1997,66.66897730438214,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1997,41.308597000000006,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1997,1.483575,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1997,14.111499999999998,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1997,16.730255112691665,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1997,0.5124150000000001,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1998,165.6041,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1998,32.93411313888889,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1998,517.3280419728146,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1998,28.776275000000005,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1998,2.7055002954562872,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1998,6.5173249602610595,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1998,6.489550000000001,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1998,0.3936625,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1998,9.04433644268044,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1998,35.89240500000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1998,7.8866997934650005,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1998,17.486965692,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1998,18.238166,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1998,67.67777777777778,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1998,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1998,3.778125,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1998,12.9669,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1998,15.863741396263517,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1998,94.39730999999999,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1998,5.1002595,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1998,5.634369024273553,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1998,541.2862831858407,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1998,12.012,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1998,49.4725,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1998,8.771346000000001,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1998,44.4717825,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1998,2.8025,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1998,0.011233703639457911,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1998,9.01645,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1998,4.8755525,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1998,16.22936591711963,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1998,44.479,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1998,5.4193750000000005,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1998,36.14325,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1998,80.16210100000002,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1998,13.475,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1998,6.042,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1998,6.017689039932031,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1998,30.27370790814747,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1998,7.686446110612499,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1998,10.501725,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1998,23.46211897738446,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1998,23.542875125000002,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1998,65.55651419810314,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1998,41.22602400000001,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1998,1.7292,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1998,14.863,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1998,18.16366571697599,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1998,0.8685,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1999,170.5402,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1999,34.235268361111125,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1999,510.13804734837987,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1999,33.619325,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1999,2.1784060547811674,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1999,7.652523332048671,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1999,5.6929,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1999,0.39558750000000004,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1999,11.407534029316295,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1999,30.425100000000004,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1999,8.0850024118725,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1999,18.678319632,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1999,16.768134,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1999,62.93333333333334,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1999,48.107261060000006,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1999,3.60785,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1999,13.0167,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1999,15.990087266470008,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1999,103.7367,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1999,5.4654704999999995,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1999,7.050865758892061,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1999,544.4129793510324,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1999,20.587875,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1999,50.18475,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1999,9.076052,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1999,52.9800274,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1999,3.021,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1999,0.010104958297694198,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1999,8.2536,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1999,5.13851,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1999,21.36483803073139,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1999,43.89,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1999,5.37225,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1999,37.527750000000005,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1999,90.10691400000002,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1999,16.17,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1999,4.9399999999999995,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1999,4.337716492495043,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1999,30.712533092389425,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1999,8.380357599075001,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1999,10.9473,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1999,25.396214355948864,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1999,24.1233685,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1999,71.08883436055301,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1999,42.227367,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1999,1.6899000000000002,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1999,16.950499999999998,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1999,19.896594954991368,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1999,1.2545000000000002,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2000,176.304675,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2000,33.37866919444444,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2000,518.6002810726965,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2000,36.38122500000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2000,3.122402588150475,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2000,7.7097131115347945,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2000,5.735807355078338,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2000,0.33254375,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2000,13.830671124130125,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2000,30.99564,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2000,8.499486319357501,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2000,17.665448976,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2000,15.958686,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2000,61.36111111111112,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2000,49.87325254695,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2000,3.85345,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2000,12.755925000000001,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2000,15.788028515240905,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2000,113.45904,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2000,5.1529905,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2000,8.182305020416079,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2000,537.0560471976402,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2000,42.43662500000001,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2000,50.925875000000005,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2000,9.174907000000001,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2000,56.33661039000001,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2000,2.9925,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2000,0.009083712512288934,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2000,9.120000000000001,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2000,10.321107860151063,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2000,25.771500000000003,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2000,47.319500000000005,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2000,5.37225,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2000,37.420500000000004,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2000,91.88863000000002,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2000,20.2125,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2000,5.586,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2000,11.204464037099973,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2000,31.192330419555084,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2000,9.05818865634375,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2000,11.015550000000001,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2000,27.413962635201568,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2000,25.362693125,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2000,70.68442483429426,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2000,49.682197000000016,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2000,3.3405,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2000,17.9525,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2000,20.895029476904234,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2000,1.544,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2001,179.419225,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2001,33.14070427777777,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2001,531.8949871187684,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2001,36.11865000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2001,4.547095314320813,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2001,7.87379804851567,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2001,5.938993118119958,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2001,0.35612499999999997,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2001,14.714865614885628,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2001,32.84823000000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2001,8.738350053427501,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2001,17.833381524,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2001,14.624725000000002,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2001,64.64722222222223,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2001,54.606809612614754,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2001,4.061225,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2001,12.537400000000002,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2001,16.15618239921337,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2001,110.81367,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2001,5.051434499999999,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2001,8.230440813559866,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2001,534.7570058997051,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2001,46.325125,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2001,51.46487499999999,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2001,9.554044999999999,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2001,62.60523800000001,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2001,2.6220000000000003,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2001,0.00951371073772273,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2001,9.025,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2001,15.424640981431503,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2001,27.945000000000004,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2001,51.0055,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2001,5.5042,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2001,38.376,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2001,86.47253900000001,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2001,24.255,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2001,5.8709999999999996,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2001,15.261342395921835,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2001,32.64131783815536,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2001,10.1432089374,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2001,11.112075,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2001,30.5675762045231,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2001,25.4277485,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2001,68.6264973357915,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2001,49.023939000000006,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2001,6.8775,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2001,18.9545,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2001,20.3244787174643,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2001,1.9300000000000002,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2002,180.722575,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2002,33.72773055555555,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2002,511.22876408881837,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2002,35.116975000000004,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2002,5.825845800375143,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2002,9.51257574090533,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2002,5.998681491166389,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2002,0.425425,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2002,17.262418634064378,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2002,31.54120500000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2002,8.757056327453864,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2002,17.78678244,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2002,14.030432000000001,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2002,63.519444444444446,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2002,65.97319824905125,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2002,4.150925,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2002,12.326600000000001,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2002,17.678957718780726,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2002,108.48644999999999,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2002,4.6852469999999995,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2002,10.002249175920127,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2002,547.5396755162242,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2002,48.307874999999996,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2002,52.735375,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2002,9.899455999999999,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2002,74.44714287500001,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2002,2.242,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2002,0.008492464952317464,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2002,8.2745,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2002,16.644097914795,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2002,30.532500000000006,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2002,53.864999999999995,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2002,6.08855,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2002,42.30525,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2002,88.941588,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2002,26.276249999999997,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2002,5.605,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2002,17.140391438685928,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2002,33.001159696357405,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2002,10.671137669981249,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2002,11.172525,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2002,32.917920353982296,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2002,26.5544125,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2002,75.59024278288351,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2002,50.58817400000001,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2002,8.253000000000002,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2002,20.549349999999997,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2002,21.244428806781105,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2002,2.316,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2003,176.04699999999997,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2003,34.84040808333334,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2003,517.8558072866915,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2003,39.9114,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2003,6.695388654564082,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2003,10.334111315098891,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2003,5.749979936806257,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2003,0.5033875,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2003,25.185415922443127,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2003,27.998640000000005,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2003,8.29344858144672,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2003,18.515662452,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2003,13.322165000000002,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2003,60.71666666666668,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2003,73.379108593749,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2003,4.199925,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2003,12.128374999999998,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2003,18.296964110127824,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2003,107.8061058,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2003,4.6705995,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2003,11.765904937085196,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2003,570.6220501474926,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2003,53.41875,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2003,53.09150000000001,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2003,10.077395000000001,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2003,78.08762367499999,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2003,1.482,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2003,0.007713093168718712,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2003,9.5,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2003,18.335489912341878,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2003,32.49900000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2003,57.057,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2003,6.456125,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2003,43.670249999999996,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2003,93.85758900000002,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2003,28.971250000000005,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2003,5.225,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2003,21.393889122561657,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2003,33.74522585247132,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2003,11.478429825843751,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2003,12.045150000000001,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2003,35.290437561455256,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2003,28.4268985,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2003,79.1568457513365,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2003,52.722279,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2003,9.432,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2003,25.550380258377782,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2003,22.217864366407028,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2003,2.2899450000000003,billion cubic metres,gas,Energy Institute Statistical Review,VNM
