Country,Year,Production,Unit,Commodity,Source,iso3
Vietnam,1965,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1966,1011.9999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1966,369.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1966,9579.241,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1966,292.8641095890411,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1966,117.05,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1966,199.0,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1966,7.0,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1966,66.0,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1966,153.0,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1966,3402.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1966,39.07699178082191,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1966,271.00205479452063,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1966,1.6155616438356164,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1966,2132.0,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1966,1392.0000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1966,2505.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1966,290.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1966,2617.8000000000006,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1966,360.0,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1966,733.5931506849315,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1966,12.810164383561643,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1966,1.2026301369863015,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1966,121.7115068493151,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1966,28.979643835616443,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1966,1508.0000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1966,417.6,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1966,16.243808219178085,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1966,9.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1966,96.00000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1966,292.19589041095895,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1966,95.86824657534248,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1966,474.00000000000006,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1966,1.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1966,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1967,1106.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1967,411.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1967,10219.252,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1967,318.6312328767123,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1967,147.05,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1967,192.0,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1967,6.000000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1967,74.0,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1967,179.0,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1967,3576.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1967,36.55973698630137,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1967,278.84126027397264,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1967,1.8433972602739723,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1967,2603.0,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1967,1227.9999999999998,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1967,2522.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1967,56.99999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1967,324.0,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1967,2824.9999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1967,382.1,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1967,842.6643835616438,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1967,10.901835616438358,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1967,0.9698630136986303,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1967,108.56191780821919,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1967,68.99438356164384,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1967,1733.0000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1967,319.1,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1967,47.21449315068493,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1967,21.000000000000004,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1967,104.00000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1967,278.74082191780826,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1967,116.91098630136987,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1967,510.0,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1967,1.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1967,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1968,1194.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1968,439.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1968,10599.742999999999,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1968,348.1584699453552,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1968,161.04999999999998,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1968,176.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1968,5.0,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1968,77.0,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1968,190.99999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1968,3639.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1968,34.582825136612016,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1968,279.70040983606555,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1968,1.735081967213115,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1968,2839.9999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1968,1503.0000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1968,2656.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1968,241.0,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1968,339.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1968,3080.900000000001,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1968,20.999999999999996,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1968,496.6,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1968,922.4950819672132,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1968,15.184426229508198,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1968,0.8318032786885248,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1968,166.38442622950822,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1968,92.69319672131147,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1968,2598.9999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1968,141.3,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1968,67.04587431693989,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1968,39.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1968,122.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1968,320.23688524590165,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1968,120.4182786885246,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1968,599.0,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1968,4.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1968,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1969,1306.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1969,460.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1969,10827.674,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1969,361.53205479452055,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1969,176.05,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1969,214.0,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1969,4.000000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1969,74.99999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1969,157.0,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1969,3631.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1969,33.86123561643836,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1969,281.0889315068493,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1969,1.792109589041096,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1969,3376.0,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1969,1521.0,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1969,2819.0000000000005,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1969,327.0,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1969,356.0,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1969,3262.2,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1969,53.00000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1969,627.8,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1969,969.3315068493152,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1969,49.90076712328768,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1969,0.46553424657534254,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1969,239.16301369863012,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1969,100.67772602739727,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1969,3107.9999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1969,540.3,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1969,78.10090410958905,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1969,45.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1969,124.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1969,436.58684931506855,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1969,138.69641095890412,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1969,641.9999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1969,9.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1969,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1970,1473.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1970,487.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1970,11296.849,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1970,399.46465753424656,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1970,166.68103068071915,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1970,226.0,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1970,4.000000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1970,74.97260273972603,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1970,140.0,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1970,3754.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1970,31.899301369863014,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1970,283.784301369863,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1970,3.5191232876712326,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1970,3847.659726027397,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1970,1549.0,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1970,3036.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1970,332.0,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1970,363.0,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1970,3851.1,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1970,85.0,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1970,779.6,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1970,1053.9268493150682,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1970,102.8264383561644,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1970,0.36854794520547945,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1970,319.09150684931507,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1970,108.60857534246577,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1970,3357.0,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1970,1083.1,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1970,87.45531506849315,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1970,175.99999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1970,136.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1970,615.5191780821917,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1970,140.47060273972605,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1970,854.0000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1970,18.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1970,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1971,1582.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1971,486.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1971,11155.778,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1971,431.53808219178086,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1971,174.84500140635296,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1971,224.0,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1971,4.000000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1971,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1971,63.88219178082192,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1971,129.0,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1971,3615.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1971,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1971,28.538024657534244,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1971,6.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1971,292.34364383561643,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1971,4.899945205479452,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1971,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1971,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1971,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1971,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1971,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1971,4572.421917808219,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
